year,state,sex,age,immig,emig
2008,5,F,45,1320,420
2008,5,F,50,770,420
2008,5,F,55,600,340
2008,5,F,60,450,310
2008,5,F,65,250,230
2008,5,F,70,150,170
2008,5,F,75,90,90
2008,5,F,80,50,20
2008,5,F,85,20,20
2008,5,M,0,2510,780
2008,5,M,5,2340,470
2008,5,M,10,1980,330
2008,5,M,15,3080,460
2008,5,M,20,6270,2000
2008,5,M,25,6270,2580
2008,5,M,30,4450,1310
2008,5,M,35,3680,1060
2008,5,M,40,2870,900
2008,5,M,45,1840,700
2008,5,M,50,1090,550
2008,5,M,55,690,470
2008,5,M,60,580,410
2008,5,M,65,250,300
2008,5,M,70,150,180
2008,5,M,75,70,80
2008,5,M,80,40,40
2008,5,M,85,10,10
2008,6,F,0,110,20
2008,6,F,5,100,20
2008,6,F,10,70,10
2008,6,F,15,140,30
2008,6,F,20,370,190
2008,6,F,25,340,180
2008,6,F,30,190,60
2008,6,F,35,140,40
2008,6,F,40,90,20
2008,6,F,45,40,20
2008,6,F,50,50,30
2008,6,F,55,20,30
2008,6,F,60,40,50
2008,6,F,65,10,20
2008,6,F,70,10,10
2008,6,F,75,0,0
2008,6,F,80,0,0
2008,6,F,85,0,0
2008,6,M,0,90,50
2008,6,M,5,60,10
2008,6,M,10,80,20
2008,6,M,15,180,40
2008,6,M,20,410,200
2008,6,M,25,310,200
2008,6,M,30,160,80
2008,6,M,35,170,50
2008,6,M,40,100,50
2008,6,M,45,60,30
2008,6,M,50,40,40
2008,6,M,55,40,40
2008,6,M,60,40,40
2008,6,M,65,0,40
2008,6,M,70,10,30
2008,6,M,75,0,0
2008,6,M,80,0,0
2008,6,M,85,0,0
2008,7,F,0,90,50
2008,7,F,5,110,40
2008,7,F,10,60,30
2008,7,F,15,80,10
2008,7,F,20,260,90
2008,7,F,25,400,160
2008,7,F,30,210,100
2008,7,F,35,140,70
2008,7,F,40,100,60
2008,7,F,45,60,60
2008,7,F,50,40,30
2008,7,F,55,30,20
2008,7,F,60,20,0
2008,7,F,65,20,0
2008,7,F,70,0,0
2008,7,F,75,0,0
2008,7,F,80,0,0
2008,7,F,85,0,0
2008,7,M,0,110,50
2008,7,M,5,80,30
2008,7,M,10,60,30
2008,7,M,15,120,50
2008,7,M,20,440,310
2008,7,M,25,580,380
2008,7,M,30,400,280
2008,7,M,35,300,200
2008,7,M,40,250,170
2008,7,M,45,160,110
2008,7,M,50,90,90
2008,7,M,55,80,50
2008,7,M,60,10,40
2008,7,M,65,10,20
2008,7,M,70,0,10
2008,7,M,75,0,0
2008,7,M,80,0,0
2008,7,M,85,0,0
2008,8,F,0,180,160
2008,8,F,5,160,70
2008,8,F,10,140,100
2008,8,F,15,430,70
2008,8,F,20,540,290
2008,8,F,25,670,390
2008,8,F,30,380,240
2008,8,F,35,280,170
2008,8,F,40,180,110
2008,8,F,45,110,80
2008,8,F,50,80,50
2008,8,F,55,40,50
2008,8,F,60,30,20
2008,8,F,65,20,20
2008,8,F,70,0,0
2008,8,F,75,0,0
2008,8,F,80,0,0
2008,8,F,85,0,0
2008,8,M,0,250,130
2008,8,M,5,180,110
2008,8,M,10,160,70
2008,8,M,15,400,70
2008,8,M,20,650,310
2008,8,M,25,620,400
2008,8,M,30,460,280
2008,8,M,35,400,250
2008,8,M,40,230,150
2008,8,M,45,160,130
2008,8,M,50,110,60
2008,8,M,55,70,70
2008,8,M,60,40,40
2008,8,M,65,20,20
2008,8,M,70,0,10
2008,8,M,75,0,0
2008,8,M,80,0,0
2008,8,M,85,0,0
2009,1,F,0,3850,2430
2009,1,F,5,2860,1300
2009,1,F,10,2490,980
2009,1,F,15,7190,1390
2009,1,F,20,16860,6860
2009,1,F,25,16340,9010
2009,1,F,30,8490,4610
2009,1,F,35,5200,2920
2009,1,F,40,3450,1930
2009,1,F,45,2280,1570
2009,1,F,50,1820,1350
2009,1,F,55,1480,1350
2009,1,F,60,1390,1430
2009,1,F,65,980,1060
2009,1,F,70,670,650
2009,1,F,75,380,390
2009,1,F,80,190,200
2009,1,F,85,60,120
2009,1,M,0,4140,2560
2009,1,M,5,3020,1420
2009,1,M,10,2690,1070
2009,1,M,15,7660,1520
2009,1,M,20,16960,6850
2009,1,M,25,15860,9750
2009,1,M,30,9110,5410
2009,1,M,35,5640,3640
2009,1,M,40,3720,2660
2009,1,M,45,2570,2040
2009,1,M,50,1800,1730
2009,1,M,55,1350,1370
2009,1,M,60,1260,1300
2009,1,M,65,890,1140
2009,1,M,70,650,720
2009,1,M,75,300,400
2009,1,M,80,140,170
2009,1,M,85,30,70
2009,2,F,0,3250,1490
2009,2,F,5,2310,780
2009,2,F,10,2080,620
2009,2,F,15,6470,900
2009,2,F,20,13740,4980
2009,2,F,25,12390,5860
2009,2,F,30,6490,2760
2009,2,F,35,4070,1740
2009,2,F,40,2580,1040
2009,2,F,45,1610,830
2009,2,F,50,1230,680
2009,2,F,55,1050,590
2009,2,F,60,730,530
2009,2,F,65,490,350
2009,2,F,70,290,220
2009,2,F,75,160,140
2009,2,F,80,50,60
2009,2,F,85,30,40
2009,2,M,0,3300,1660
2009,2,M,5,2510,790
2009,2,M,10,2170,650
2009,2,M,15,7440,1020
2009,2,M,20,16030,5620
2009,2,M,25,12540,6460
2009,2,M,30,7170,3270
2009,2,M,35,4250,2000
2009,2,M,40,2840,1480
2009,2,M,45,1800,1110
2009,2,M,50,1230,870
2009,2,M,55,920,670
2009,2,M,60,670,530
2009,2,M,65,420,430
2009,2,M,70,310,220
2009,2,M,75,130,110
2009,2,M,80,40,50
2009,2,M,85,10,10
2009,3,F,0,2630,1180
2009,3,F,5,2260,790
2009,3,F,10,2030,670
2009,3,F,15,3780,1010
2009,3,F,20,9590,4310
2009,3,F,25,8940,4650
2009,3,F,30,4850,2130
2009,3,F,35,3400,1330
2009,3,F,40,2140,1020
2009,3,F,45,1480,810
2009,3,F,50,1070,750
2009,3,F,55,830,660
2009,3,F,60,580,540
2009,3,F,65,380,290
2009,3,F,70,140,180
2009,3,F,75,80,80
2009,3,F,80,30,50
2009,3,F,85,40,20
2009,3,M,0,2670,1210
2009,3,M,5,2370,760
2009,3,M,10,2180,690
2009,3,M,15,4160,1190
2009,3,M,20,11130,4790
2009,3,M,25,9280,5700
2009,3,M,30,5080,2830
2009,3,M,35,3510,1920
2009,3,M,40,2420,1480
2009,3,M,45,1690,1200
2009,3,M,50,1110,870
2009,3,M,55,960,830
2009,3,M,60,740,650
2009,3,M,65,370,400
2009,3,M,70,220,240
2009,3,M,75,120,130
2009,3,M,80,20,50
2009,3,M,85,30,30
2009,4,F,0,820,280
2009,4,F,5,660,150
2009,4,F,10,550,100
2009,4,F,15,1290,240
2009,4,F,20,2530,860
2009,4,F,25,2410,890
2009,4,F,30,1510,430
2009,4,F,35,980,240
2009,4,F,40,620,230
2009,4,F,45,340,170
2009,4,F,50,210,130
2009,4,F,55,170,90
2009,4,F,60,130,60
2009,4,F,65,70,50
2009,4,F,70,40,20
2009,4,F,75,10,10
2009,4,F,80,0,10
2009,4,F,85,0,0
2009,4,M,0,810,300
2009,4,M,5,680,180
2009,4,M,10,580,120
2009,4,M,15,1570,230
2009,4,M,20,2700,880
2009,4,M,25,2270,1020
2009,4,M,30,1570,520
2009,4,M,35,1140,380
2009,4,M,40,740,260
2009,4,M,45,400,180
2009,4,M,50,260,150
2009,4,M,55,130,100
2009,4,M,60,110,90
2009,4,M,65,60,60
2009,4,M,70,30,20
2009,4,M,75,10,20
2009,4,M,80,0,0
2009,4,M,85,0,0
2009,5,F,0,1840,770
2009,5,F,5,1610,510
2009,5,F,10,1550,440
2009,5,F,15,2300,520
2009,5,F,20,4950,2230
2009,5,F,25,5130,2430
2009,5,F,30,3160,1210
2009,5,F,35,2400,800
2009,5,F,40,1750,670
2009,5,F,45,1060,500
2009,5,F,50,760,440
2009,5,F,55,510,390
2009,5,F,60,430,290
2009,5,F,65,260,180
2009,5,F,70,150,120
2009,5,F,75,50,60
2009,5,F,80,30,40
2009,5,F,85,30,20
2009,5,M,0,1920,760
2009,5,M,5,1740,510
2009,5,M,10,1630,470
2009,5,M,15,2850,620
2009,5,M,20,6070,2560
2009,5,M,25,5490,3320
2009,5,M,30,3370,1710
2009,5,M,35,2570,1290
2009,5,M,40,2120,1110
2009,5,M,45,1350,830
2009,5,M,50,810,630
2009,5,M,55,640,500
2009,5,M,60,430,380
2009,5,M,65,270,250
2009,5,M,70,150,140
2009,5,M,75,50,40
2009,5,M,80,10,30
2009,5,M,85,10,10
2009,6,F,0,100,40
2009,6,F,5,50,10
2009,6,F,10,60,20
2009,6,F,15,150,50
2009,6,F,20,400,180
2009,6,F,25,310,210
2009,6,F,30,180,100
2009,6,F,35,130,40
2009,6,F,40,90,40
2009,6,F,45,60,30
2009,6,F,50,50,40
2009,6,F,55,20,30
2009,6,F,60,20,40
2009,6,F,65,30,20
2009,6,F,70,20,10
2009,6,F,75,0,10
2009,6,F,80,0,0
2009,6,F,85,0,0
2009,6,M,0,100,30
2009,6,M,5,60,20
2009,6,M,10,70,10
2009,6,M,15,190,20
2009,6,M,20,400,210
2009,6,M,25,270,200
2009,6,M,30,170,50
2009,6,M,35,120,40
2009,6,M,40,90,60
2009,6,M,45,50,30
2009,6,M,50,30,40
2009,6,M,55,20,20
2009,6,M,60,30,40
2009,6,M,65,20,30
2009,6,M,70,30,0
2009,6,M,75,0,0
2009,6,M,80,0,0
2009,6,M,85,0,0
2009,7,F,0,100,40
2009,7,F,5,100,40
2009,7,F,10,80,30
2009,7,F,15,100,40
2009,7,F,20,290,100
2009,7,F,25,400,200
2009,7,F,30,240,110
2009,7,F,35,130,70
2009,7,F,40,110,40
2009,7,F,45,80,40
2009,7,F,50,50,30
2009,7,F,55,30,30
2009,7,F,60,10,20
2009,7,F,65,0,0
2009,7,F,70,0,0
2009,7,F,75,0,0
2009,7,F,80,0,0
2009,7,F,85,0,0
2009,7,M,0,130,50
2009,7,M,5,100,40
2009,7,M,10,120,20
2009,7,M,15,180,80
2009,7,M,20,500,360
2009,7,M,25,580,430
2009,7,M,30,360,300
2009,7,M,35,300,240
2009,7,M,40,230,200
2009,7,M,45,170,130
2009,7,M,50,100,90
2009,7,M,55,50,70
2009,7,M,60,20,40
2009,7,M,65,20,10
2009,7,M,70,0,0
2009,7,M,75,0,0
2009,7,M,80,0,0
2009,7,M,85,0,0
2009,8,F,0,220,150
2009,8,F,5,190,110
2009,8,F,10,170,50
2009,8,F,15,420,80
2009,8,F,20,740,330
2009,8,F,25,630,380
2009,8,F,30,390,270
2009,8,F,35,300,170
2009,8,F,40,210,120
2009,8,F,45,130,90
2009,8,F,50,70,70
2009,8,F,55,60,40
2009,8,F,60,30,40
2009,8,F,65,20,0
2009,8,F,70,0,0
2009,8,F,75,0,0
2009,8,F,80,0,0
2009,8,F,85,0,0
2009,8,M,0,240,160
2009,8,M,5,220,100
2009,8,M,10,140,80
2009,8,M,15,410,70
2009,8,M,20,810,330
2009,8,M,25,640,410
2009,8,M,30,460,300
2009,8,M,35,330,240
2009,8,M,40,250,170
2009,8,M,45,130,130
2009,8,M,50,110,80
2009,8,M,55,70,50
2009,8,M,60,50,30
2009,8,M,65,30,20
2009,8,M,70,0,10
2009,8,M,75,0,0
2009,8,M,80,0,0
2009,8,M,85,0,0
2010,1,F,0,3960,2770
2010,1,F,5,2850,1390
2010,1,F,10,2290,1070
2010,1,F,15,5740,1490
2010,1,F,20,14220,7830
2010,1,F,25,14640,10410
2010,1,F,30,8620,5470
2010,1,F,35,5050,3090
2010,1,F,40,3290,2040
2010,1,F,45,2190,1500
2010,1,F,50,1790,1310
2010,1,F,55,1650,1170
2010,1,F,60,1360,980
2010,1,F,65,950,740
2010,1,F,70,520,450
2010,1,F,75,310,250
2010,1,F,80,140,160
2010,1,F,85,70,100
2010,1,M,0,4320,2930
2010,1,M,5,2890,1540
2010,1,M,10,2340,1050
2010,1,M,15,5900,1500
2010,1,M,20,12980,8260
2010,1,M,25,14240,11520
2010,1,M,30,9030,6200
2010,1,M,35,5620,3970
2010,1,M,40,3790,2750
2010,1,M,45,2760,2100
2010,1,M,50,1960,1590
2010,1,M,55,1480,1260
2010,1,M,60,1310,1070
2010,1,M,65,910,920
2010,1,M,70,540,460
2010,1,M,75,240,260
2010,1,M,80,120,140
2010,1,M,85,70,50
2010,2,F,0,2930,1760
2010,2,F,5,2230,950
2010,2,F,10,1880,610
2010,2,F,15,5020,1000
2010,2,F,20,10340,6010
2010,2,F,25,10480,6930
2010,2,F,30,5960,3120
2010,2,F,35,3720,1840
2010,2,F,40,2570,1220
2010,2,F,45,1700,870
2010,2,F,50,1220,770
2010,2,F,55,1110,620
2010,2,F,60,810,590
2010,2,F,65,500,320
2010,2,F,70,320,230
2010,2,F,75,170,150
2010,2,F,80,60,80
2010,2,F,85,30,60
2010,2,M,0,3330,1840
2010,2,M,5,2400,960
2010,2,M,10,2020,660
2010,2,M,15,4880,1100
2010,2,M,20,9600,6820
2010,2,M,25,9130,8010
2010,2,M,30,6290,3850
2010,2,M,35,4050,2200
2010,2,M,40,2720,1560
2010,2,M,45,1890,1170
2010,2,M,50,1280,910
2010,2,M,55,1010,660
2010,2,M,60,790,530
2010,2,M,65,450,380
2010,2,M,70,270,230
2010,2,M,75,130,160
2010,2,M,80,40,50
2010,2,M,85,10,40
2010,3,F,0,2540,1370
2010,3,F,5,1950,860
2010,3,F,10,1760,650
2010,3,F,15,3080,1020
2010,3,F,20,8320,4730
2010,3,F,25,7930,5460
2010,3,F,30,4330,2390
2010,3,F,35,2960,1410
2010,3,F,40,1900,1040
2010,3,F,45,1490,870
2010,3,F,50,1050,760
2010,3,F,55,870,600
2010,3,F,60,640,510
2010,3,F,65,370,350
2010,3,F,70,180,160
2010,3,F,75,120,100
2010,3,F,80,50,60
2010,3,F,85,20,40
2010,3,M,0,2690,1400
2010,3,M,5,2150,850
2010,3,M,10,1840,770
2010,3,M,15,3150,1040
2010,3,M,20,8240,5220
2010,3,M,25,7430,6620
2010,3,M,30,4470,2960
2010,3,M,35,3180,1910
2010,3,M,40,2290,1520
2010,3,M,45,1710,1170
2010,3,M,50,1200,1020
2010,3,M,55,960,780
2010,3,M,60,790,670
2010,3,M,65,470,410
2010,3,M,70,200,200
2010,3,M,75,100,110
2010,3,M,80,60,30
2010,3,M,85,30,20
2010,4,F,0,770,320
2010,4,F,5,640,160
2010,4,F,10,480,100
2010,4,F,15,1040,200
2010,4,F,20,1930,1150
2010,4,F,25,1880,1020
2010,4,F,30,1310,490
2010,4,F,35,910,290
2010,4,F,40,560,220
2010,4,F,45,290,160
2010,4,F,50,200,140
2010,4,F,55,130,110
2010,4,F,60,140,50
2010,4,F,65,70,40
2010,4,F,70,20,10
2010,4,F,75,20,20
2010,4,F,80,0,10
2010,4,F,85,0,0
2010,4,M,0,810,370
2010,4,M,5,630,160
2010,4,M,10,570,140
2010,4,M,15,1130,270
2010,4,M,20,1750,1160
2010,4,M,25,1520,1270
2010,4,M,30,1290,590
2010,4,M,35,960,380
2010,4,M,40,590,300
2010,4,M,45,380,200
2010,4,M,50,190,160
2010,4,M,55,170,120
2010,4,M,60,110,80
2010,4,M,65,70,70
2010,4,M,70,40,30
2010,4,M,75,10,20
2010,4,M,80,0,10
2010,4,M,85,0,0
2010,5,F,0,1870,820
2010,5,F,5,1540,530
2010,5,F,10,1350,380
2010,5,F,15,2120,560
2010,5,F,20,4600,2430
2010,5,F,25,5150,2870
2010,5,F,30,3170,1370
2010,5,F,35,2250,840
2010,5,F,40,1560,590
2010,5,F,45,1040,530
2010,5,F,50,780,410
2010,5,F,55,580,340
2010,5,F,60,470,310
2010,5,F,65,290,200
2010,5,F,70,220,110
2010,5,F,75,120,70
2010,5,F,80,80,30
2010,5,F,85,40,10
2010,5,M,0,2030,910
2010,5,M,5,1650,520
2010,5,M,10,1450,440
2010,5,M,15,2540,580
2010,5,M,20,5490,2770
2010,5,M,25,5730,3450
2010,5,M,30,3740,1770
2010,5,M,35,2810,1060
2010,5,M,40,2190,990
2010,5,M,45,1500,770
2010,5,M,50,960,610
2010,5,M,55,760,450
2010,5,M,60,540,380
2010,5,M,65,330,240
2010,5,M,70,180,120
2010,5,M,75,100,60
2010,5,M,80,70,10
2010,5,M,85,30,10
2010,6,F,0,70,50
2010,6,F,5,80,10
2010,6,F,10,50,20
2010,6,F,15,110,60
2010,6,F,20,270,200
2010,6,F,25,290,260
2010,6,F,30,180,110
2010,6,F,35,130,40
2010,6,F,40,70,30
2010,6,F,45,40,20
2010,6,F,50,40,40
2010,6,F,55,20,30
2010,6,F,60,20,20
2010,6,F,65,0,20
2010,6,F,70,10,0
2010,6,F,75,0,0
2010,6,F,80,0,0
2010,6,F,85,0,0
2010,6,M,0,90,50
2010,6,M,5,50,30
2010,6,M,10,70,20
2010,6,M,15,120,70
2010,6,M,20,320,220
2010,6,M,25,260,280
2010,6,M,30,130,140
2010,6,M,35,120,80
2010,6,M,40,90,50
2010,6,M,45,60,40
2010,6,M,50,40,50
2010,6,M,55,40,30
2010,6,M,60,50,40
2010,6,M,65,20,20
2010,6,M,70,10,10
2010,6,M,75,0,0
2010,6,M,80,0,0
2010,6,M,85,0,0
2010,7,F,0,100,70
2010,7,F,5,90,30
2010,7,F,10,70,20
2010,7,F,15,80,20
2010,7,F,20,260,180
2010,7,F,25,390,340
2010,7,F,30,220,140
2010,7,F,35,130,80
2010,7,F,40,130,70
2010,7,F,45,60,40
2010,7,F,50,60,40
2010,7,F,55,20,40
2010,7,F,60,20,20
2010,7,F,65,0,0
2010,7,F,70,0,0
2010,7,F,75,0,0
2010,7,F,80,0,0
2010,7,F,85,0,0
2010,7,M,0,100,50
2010,7,M,5,70,40
2010,7,M,10,50,20
2010,7,M,15,110,30
2010,7,M,20,310,310
2010,7,M,25,450,420
2010,7,M,30,280,260
2010,7,M,35,250,230
2010,7,M,40,170,150
2010,7,M,45,130,90
2010,7,M,50,80,80
2010,7,M,55,50,50
2010,7,M,60,30,40
2010,7,M,65,0,10
2010,7,M,70,0,0
2010,7,M,75,0,0
2010,7,M,80,0,0
2010,7,M,85,0,0
2010,8,F,0,190,170
2010,8,F,5,130,100
2010,8,F,10,120,50
2010,8,F,15,320,80
2010,8,F,20,610,380
2010,8,F,25,600,500
2010,8,F,30,390,260
2010,8,F,35,260,170
2010,8,F,40,150,130
2010,8,F,45,110,90
2010,8,F,50,70,40
2010,8,F,55,50,30
2010,8,F,60,30,20
2010,8,F,65,10,0
2010,8,F,70,0,10
2010,8,F,75,0,0
2010,8,F,80,0,0
2010,8,F,85,0,0
2010,8,M,0,230,170
2010,8,M,5,180,110
2010,8,M,10,100,90
2010,8,M,15,330,50
2010,8,M,20,620,420
2010,8,M,25,560,530
2010,8,M,30,420,340
2010,8,M,35,330,240
2010,8,M,40,210,190
2010,8,M,45,170,130
2010,8,M,50,80,90
2010,8,M,55,50,50
2010,8,M,60,40,40
2010,8,M,65,20,20
2010,8,M,70,0,0
2010,8,M,75,0,0
2010,8,M,80,0,0
2010,8,M,85,0,0
2011,1,F,0,4310,2720
2011,1,F,5,2900,1380
2011,1,F,10,2360,990
2011,1,F,15,5560,1410
2011,1,F,20,14640,8040
2011,1,F,25,15520,9760
2011,1,F,30,8840,5130
2011,1,F,35,5200,3190
2011,1,F,40,3680,2090
2011,1,F,45,2440,1550
2011,1,F,50,1950,1330
2011,1,F,55,1710,1140
2011,1,F,60,1370,1050
2011,1,F,65,820,760
2011,1,F,70,540,520
2011,1,F,75,260,270
2011,1,F,80,130,160
2011,1,F,85,60,100
2011,1,M,0,4470,2910
2011,1,M,5,3120,1500
2011,1,M,10,2510,1020
2011,1,M,15,5710,1570
2011,1,M,20,13580,8120
2011,1,M,25,14660,10950
2011,1,M,30,9420,6340
2011,1,M,35,5820,3940
2011,1,M,40,4170,2750
2011,1,M,45,2860,2120
2011,1,M,50,2050,1680
2011,1,M,55,1530,1330
2011,1,M,60,1230,1140
2011,1,M,65,820,940
2011,1,M,70,420,540
2011,1,M,75,250,340
2011,1,M,80,110,120
2011,1,M,85,50,60
2011,2,F,0,3520,1860
2011,2,F,5,2490,820
2011,2,F,10,2010,580
2011,2,F,15,4810,860
2011,2,F,20,10720,6300
2011,2,F,25,11640,6710
2011,2,F,30,6640,3310
2011,2,F,35,4010,1810
2011,2,F,40,2820,1220
2011,2,F,45,1780,890
2011,2,F,50,1350,700
2011,2,F,55,1180,610
2011,2,F,60,910,540
2011,2,F,65,480,310
2011,2,F,70,270,230
2011,2,F,75,150,150
2011,2,F,80,70,40
2011,2,F,85,30,50
2011,2,M,0,3760,1900
2011,2,M,5,2640,890
2011,2,M,10,2210,570
2011,2,M,15,4720,1010
2011,2,M,20,10090,6650
2011,2,M,25,10080,8260
2011,2,M,30,6710,3800
2011,2,M,35,4320,2160
2011,2,M,40,2990,1570
2011,2,M,45,2100,1150
2011,2,M,50,1340,840
2011,2,M,55,1070,720
2011,2,M,60,780,530
2011,2,M,65,470,420
2011,2,M,70,260,210
2011,2,M,75,110,100
2011,2,M,80,60,50
2011,2,M,85,20,20
2011,3,F,0,2910,1230
2011,3,F,5,2340,750
2011,3,F,10,1900,660
2011,3,F,15,3040,960
2011,3,F,20,8450,4750
2011,3,F,25,8190,5160
2011,3,F,30,4660,2490
2011,3,F,35,3170,1340
2011,3,F,40,2310,930
2011,3,F,45,1610,800
2011,3,F,50,1150,710
2011,3,F,55,890,630
2011,3,F,60,650,520
2011,3,F,65,350,350
2011,3,F,70,170,200
2011,3,F,75,100,100
2011,3,F,80,50,50
2011,3,F,85,40,20
2011,3,M,0,3070,1390
2011,3,M,5,2560,840
2011,3,M,10,2170,700
2011,3,M,15,3480,1150
2011,3,M,20,9490,5580
2011,3,M,25,8320,6320
2011,3,M,30,5220,3240
2011,3,M,35,3580,1860
2011,3,M,40,2730,1380
2011,3,M,45,1990,1190
2011,3,M,50,1480,940
2011,3,M,55,1020,830
2011,3,M,60,790,680
2011,3,M,65,420,480
2011,3,M,70,240,230
2011,3,M,75,90,110
2011,3,M,80,50,40
2011,3,M,85,40,20
2011,4,F,0,720,270
2011,4,F,5,560,190
2011,4,F,10,480,120
2011,4,F,15,920,200
2011,4,F,20,1760,1110
2011,4,F,25,1840,1110
2011,4,F,30,1180,470
2011,4,F,35,830,300
2011,4,F,40,620,190
2011,4,F,45,330,160
2011,4,F,50,200,110
2011,4,F,55,170,110
2011,4,F,60,110,90
2011,4,F,65,60,40
2011,4,F,70,20,20
2011,4,F,75,10,10
2011,4,F,80,0,10
2011,4,F,85,0,0
2011,4,M,0,780,310
2011,4,M,5,700,150
2011,4,M,10,510,140
2011,4,M,15,1050,240
2011,4,M,20,1500,1120
2011,4,M,25,1530,1270
2011,4,M,30,1230,630
2011,4,M,35,840,370
2011,4,M,40,580,240
2011,4,M,45,380,210
2011,4,M,50,220,130
2011,4,M,55,130,120
2011,4,M,60,120,110
2011,4,M,65,70,60
2011,4,M,70,50,30
2011,4,M,75,10,20
2011,4,M,80,0,10
2011,4,M,85,0,0
2011,5,F,0,2340,800
2011,5,F,5,1980,570
2011,5,F,10,1500,370
2011,5,F,15,2080,490
2011,5,F,20,5780,2350
2011,5,F,25,6810,2600
2011,5,F,30,3780,1370
2011,5,F,35,2500,770
2011,5,F,40,1980,650
2011,5,F,45,1250,530
2011,5,F,50,870,470
2011,5,F,55,670,340
2011,5,F,60,490,350
2011,5,F,65,230,150
2011,5,F,70,150,110
2011,5,F,75,60,60
2011,5,F,80,30,20
2011,5,F,85,10,10
2011,5,M,0,2490,870
2011,5,M,5,2070,550
2011,5,M,10,1730,450
2011,5,M,15,2820,560
2011,5,M,20,6720,2710
2011,5,M,25,7620,3380
2011,5,M,30,4590,1750
2011,5,M,35,3260,1080
2011,5,M,40,2650,900
2011,5,M,45,1800,810
2011,5,M,50,1170,620
2011,5,M,55,770,530
2011,5,M,60,480,400
2011,5,M,65,260,260
2011,5,M,70,150,120
2011,5,M,75,50,40
2011,5,M,80,20,30
2011,5,M,85,10,10
2011,6,F,0,50,50
2011,6,F,5,60,20
2011,6,F,10,30,10
2011,6,F,15,110,30
2011,6,F,20,280,170
2011,6,F,25,310,280
2011,6,F,30,140,90
2011,6,F,35,130,50
2011,6,F,40,60,40
2011,6,F,45,40,40
2011,6,F,50,30,40
2011,6,F,55,30,20
2011,6,F,60,10,30
2011,6,F,65,20,10
2011,6,F,70,0,0
2011,6,F,75,0,10
2011,6,F,80,0,0
2011,6,F,85,0,0
2011,6,M,0,80,40
2011,6,M,5,50,20
2011,6,M,10,50,30
2011,6,M,15,120,30
2011,6,M,20,270,210
2011,6,M,25,200,300
2011,6,M,30,190,150
2011,6,M,35,90,30
2011,6,M,40,80,50
2011,6,M,45,60,40
2011,6,M,50,30,40
2011,6,M,55,60,30
2011,6,M,60,30,30
2011,6,M,65,30,20
2011,6,M,70,10,10
2011,6,M,75,0,0
2011,6,M,80,0,0
2011,6,M,85,0,0
2011,7,F,0,140,60
2011,7,F,5,110,50
2011,7,F,10,80,20
2011,7,F,15,90,20
2011,7,F,20,370,190
2011,7,F,25,440,290
2011,7,F,30,260,200
2011,7,F,35,150,80
2011,7,F,40,120,40
2011,7,F,45,60,70
2011,7,F,50,50,40
2011,7,F,55,50,50
2011,7,F,60,20,50
2011,7,F,65,0,10
2011,7,F,70,0,10
2011,7,F,75,0,10
2011,7,F,80,0,0
2011,7,F,85,0,0
2011,7,M,0,130,70
2011,7,M,5,100,50
2011,7,M,10,90,30
2011,7,M,15,120,60
2011,7,M,20,460,340
2011,7,M,25,590,440
2011,7,M,30,390,260
2011,7,M,35,250,180
2011,7,M,40,200,130
2011,7,M,45,130,140
2011,7,M,50,80,80
2011,7,M,55,60,70
2011,7,M,60,50,60
2011,7,M,65,20,20
2011,7,M,70,0,20
2011,7,M,75,0,10
2011,7,M,80,0,10
2011,7,M,85,0,0
2011,8,F,0,310,180
2011,8,F,5,210,120
2011,8,F,10,120,60
2011,8,F,15,270,60
2011,8,F,20,570,480
2011,8,F,25,620,500
2011,8,F,30,450,310
2011,8,F,35,300,170
2011,8,F,40,210,100
2011,8,F,45,100,70
2011,8,F,50,70,60
2011,8,F,55,60,40
2011,8,F,60,30,30
2011,8,F,65,10,0
2011,8,F,70,0,0
2011,8,F,75,0,0
2011,8,F,80,0,0
2011,8,F,85,0,0
2011,8,M,0,260,200
2011,8,M,5,210,100
2011,8,M,10,160,50
2011,8,M,15,320,70
2011,8,M,20,580,450
2011,8,M,25,550,570
2011,8,M,30,410,350
2011,8,M,35,310,260
2011,8,M,40,260,170
2011,8,M,45,160,110
2011,8,M,50,90,80
2011,8,M,55,80,60
2011,8,M,60,70,50
2011,8,M,65,40,40
2011,8,M,70,0,0
2011,8,M,75,0,0
2011,8,M,80,0,0
2011,8,M,85,0,0
2012,1,F,0,4329,2837
2012,1,F,5,3049,1454
2012,1,F,10,2283,899
2012,1,F,15,5544,1209
2012,1,F,20,14294,7734
2012,1,F,25,15461,8940
2012,1,F,30,8738,5149
2012,1,F,35,4998,2869
2012,1,F,40,3580,1886
2012,1,F,45,2135,1344
2012,1,F,50,1769,1043
2012,1,F,55,1733,1017
2012,1,F,60,1367,802
2012,1,F,65,988,583
2012,1,F,70,601,388
2012,1,F,75,323,248
2012,1,F,80,173,150
2012,1,F,85,98,99
2012,1,M,0,4615,3016
2012,1,M,5,3264,1477
2012,1,M,10,2493,910
2012,1,M,15,6165,1305
2012,1,M,20,13543,7308
2012,1,M,25,14313,9740
2012,1,M,30,9443,5736
2012,1,M,35,5573,3532
2012,1,M,40,4008,2413
2012,1,M,45,2612,1751
2012,1,M,50,1870,1345
2012,1,M,55,1378,1056
2012,1,M,60,1220,835
2012,1,M,65,929,749
2012,1,M,70,586,436
